session_id,target_item_id,target_rank,session_length,item_train_count,item_is_head,hit_at_k
3245,2919,-1,2,108.0,0,False
3246,419,-1,2,64.0,0,False
3247,742,-1,1,50.0,0,False
3248,2334,-1,1,108.0,0,False
3249,3051,-1,3,52.0,0,False
3250,174,-1,5,27.0,0,False
3251,3516,-1,2,84.0,0,False
3252,3565,-1,2,110.0,0,False
3253,307,-1,7,64.0,0,False
3254,542,-1,2,66.0,0,False
3255,3334,-1,6,143.0,1,False
3256,710,-1,1,23.0,0,False
3257,1249,-1,2,252.0,1,False
3258,2794,-1,4,122.0,0,False
3259,272,-1,1,105.0,0,False
3260,381,-1,1,70.0,0,False
3261,414,-1,3,21.0,0,False
3262,2702,-1,1,149.0,1,False
3263,101,-1,3,61.0,0,False
3264,349,-1,6,310.0,1,False
3265,3210,-1,1,234.0,1,False
3266,2448,-1,2,56.0,0,False
3267,3034,-1,5,123.0,0,False
3268,3125,-1,1,65.0,0,False
3269,3050,-1,1,7.0,0,False
3270,2683,-1,1,539.0,1,False
3271,1077,-1,1,211.0,1,False
3272,3675,-1,2,99.0,0,False
3273,1089,-1,2,436.0,1,False
3274,2094,-1,5,199.0,1,False
3275,1413,-1,3,14.0,0,False
3276,1226,-1,2,63.0,0,False
3277,1769,-1,49,87.0,0,False
3278,3598,-1,6,77.0,0,False
3279,2687,-1,1,158.0,1,False
3280,3275,-1,1,25.0,0,False
3281,2948,-1,8,235.0,1,False
3282,944,-1,2,20.0,0,False
3283,2943,-1,5,61.0,0,False
3284,2769,-1,49,37.0,0,False
3285,1020,-1,7,120.0,0,False
3286,471,-1,2,153.0,1,False
3287,2115,-1,3,331.0,1,False
3288,3743,-1,1,28.0,0,False
3289,2076,-1,6,184.0,1,False
3290,2596,-1,8,48.0,0,False
3291,656,-1,3,11.0,0,False
3292,616,-1,2,87.0,0,False
3293,2852,-1,6,29.0,0,False
3294,2107,-1,7,61.0,0,False
3295,3543,-1,5,242.0,1,False
3296,1186,-1,1,167.0,1,False
3302,3755,-1,49,403.0,1,False
3306,3897,-1,49,403.0,1,False
3307,466,-1,49,160.0,1,False
3308,1230,-1,31,430.0,1,False
3310,419,-1,49,64.0,0,False
3336,2395,-1,49,388.0,1,False
3337,1213,-1,35,525.0,1,False
3338,1584,-1,49,439.0,1,False
3339,3032,-1,5,50.0,0,False
3340,2707,-1,16,224.0,1,False
3341,2861,-1,1,117.0,0,False
3342,3481,-1,1,527.0,1,False
3349,3793,-1,48,562.0,1,False
3353,3328,-1,49,138.0,1,False
3354,1909,-1,36,332.0,1,False
3355,3173,-1,4,217.0,1,False
3356,1884,-1,11,94.0,0,False
3357,532,-1,27,106.0,0,False
3358,3454,-1,2,21.0,0,False
3359,3090,-1,1,45.0,0,False
3360,3785,-1,1,264.0,1,False
3361,3616,-1,1,63.0,0,False
3362,1208,-1,1,409.0,1,False
3363,1280,-1,1,95.0,0,False
3364,3182,-1,1,57.0,0,False
3365,3317,-1,1,213.0,1,False
3366,3948,-1,2,336.0,1,False
3367,778,-1,1,225.0,1,False
3368,1594,-1,1,86.0,0,False
3369,3683,-1,1,174.0,1,False
3370,260,3,3,927.0,1,True
3371,2764,-1,5,78.0,0,False
3372,2542,-1,1,194.0,1,False
3373,3006,-1,2,286.0,1,False
3374,2791,-1,2,576.0,1,False
3375,3470,-1,7,34.0,0,False
3376,2997,-1,10,781.0,1,False
3377,3629,-1,1,94.0,0,False
3378,1193,-1,2,579.0,1,False
3379,1281,-1,1,66.0,0,False
3380,3267,-1,3,119.0,0,False
3381,1221,-1,1,508.0,1,False
3386,3300,-1,39,209.0,1,False
3387,3535,-1,12,273.0,1,False
3388,3683,-1,49,174.0,1,False
3389,3844,-1,49,141.0,1,False
3390,594,-1,49,254.0,1,False
3391,2890,-1,4,308.0,1,False
3392,2431,-1,2,181.0,1,False
3393,546,-1,49,108.0,0,False
3396,2399,-1,49,85.0,0,False
3397,277,-1,4,66.0,0,False
3398,1284,-1,49,173.0,1,False
3399,2038,-1,49,70.0,0,False
3400,1948,-1,45,50.0,0,False
3401,940,-1,3,97.0,0,False
3402,922,-1,1,142.0,1,False
3403,454,-1,12,273.0,1,False
3404,2961,-1,2,121.0,0,False
3405,2088,-1,7,133.0,0,False
3406,3163,-1,1,105.0,0,False
3407,1126,-1,2,111.0,0,False
3408,3479,-1,1,140.0,1,False
3409,2761,-1,1,228.0,1,False
3410,3451,-1,10,105.0,0,False
3411,2395,-1,1,388.0,1,False
3412,2617,-1,1,308.0,1,False
3413,1760,-1,49,69.0,0,False
3420,303,-1,29,115.0,0,False
3459,3182,-1,49,57.0,0,False
3460,950,-1,2,95.0,0,False
3461,1191,-1,8,61.0,0,False
3495,3773,-1,49,58.0,0,False
3496,3481,-1,9,527.0,1,False
3511,3821,-1,49,98.0,0,False
3512,788,-1,1,329.0,1,False
3513,3753,-1,4,527.0,1,False
3514,1997,-1,2,321.0,1,False
3515,337,-1,2,201.0,1,False
3516,1073,-1,1,445.0,1,False
3517,2115,-1,29,331.0,1,False
3518,1207,-1,1,304.0,1,False
3519,3578,-1,1,750.0,1,False
3522,262,-1,49,59.0,0,False
3530,1091,-1,49,138.0,1,False
3531,1097,-1,49,752.0,1,False
3532,3755,-1,3,403.0,1,False
3543,160,-1,49,191.0,1,False
3570,1729,-1,3,202.0,1,False
3571,1219,-1,13,418.0,1,False
3572,111,-1,31,391.0,1,False
3573,2600,-1,23,144.0,1,False
3574,233,-1,5,77.0,0,False
3575,2501,-1,3,181.0,1,False
3576,2012,-1,1,387.0,1,False
3577,3000,-1,4,114.0,0,False
3578,3176,-1,4,535.0,1,False
3579,2519,-1,1,30.0,0,False
3580,2747,-1,1,102.0,0,False
3581,253,-1,1,225.0,1,False
3582,1509,-1,4,5.0,0,False
3583,2533,-1,4,125.0,0,False
3586,2953,-1,49,135.0,0,False
3589,1276,-1,49,258.0,1,False
3591,3593,-1,27,137.0,0,False
3600,64,-1,49,25.0,0,False
3601,3489,-1,49,233.0,1,False
3607,3596,-1,49,23.0,0,False
3608,923,-1,5,362.0,1,False
3609,2160,-1,49,246.0,1,False
3610,2460,-1,49,35.0,0,False
3611,301,-1,49,10.0,0,False
3612,3505,-1,23,103.0,0,False
3613,3524,-1,44,145.0,1,False
3614,3507,-1,49,109.0,0,False
3615,521,-1,49,34.0,0,False
3616,2164,-1,49,6.0,0,False
3617,3923,-1,1,35.0,0,False
3618,180,-1,1,131.0,0,False
3619,3328,-1,9,138.0,1,False
3620,190,-1,6,29.0,0,False
3621,1466,-1,1,223.0,1,False
3622,522,-1,10,22.0,0,False
3636,2392,-1,49,86.0,0,False
3645,1704,-1,4,478.0,1,False
3646,3484,-1,25,131.0,0,False
3648,2108,-1,24,243.0,1,False
3651,246,-1,15,234.0,1,False
3652,296,-1,11,726.0,1,False
3671,2706,-1,6,514.0,1,False
3672,1093,-1,2,234.0,1,False
3673,3793,-1,28,562.0,1,False
3720,339,-1,49,215.0,1,False
3722,2386,-1,49,17.0,0,False
3723,2468,-1,49,115.0,0,False
3724,1097,-1,16,752.0,1,False
3725,2785,-1,2,11.0,0,False
3727,1983,-1,49,64.0,0,False
3749,3753,-1,9,527.0,1,False
3750,2987,-1,24,658.0,1,False
3751,1913,-1,10,46.0,0,False
3752,3198,-1,4,99.0,0,False
3753,2929,-1,34,51.0,0,False
3754,1221,-1,3,508.0,1,False
3755,691,-1,22,39.0,0,False
3756,319,-1,49,89.0,0,False
3757,3060,-1,21,146.0,1,False
3758,3143,-1,10,7.0,0,False
3759,805,-1,2,103.0,0,False
3760,1099,-1,1,52.0,0,False
3761,3408,-1,1,565.0,1,False
3762,587,-1,3,361.0,1,False
3763,3083,-1,7,142.0,1,False
3764,599,-1,1,94.0,0,False
3765,2571,-1,1,788.0,1,False
3766,1831,-1,49,215.0,1,False
3767,3861,-1,2,108.0,0,False
3768,1061,-1,10,99.0,0,False
3769,3114,-1,11,570.0,1,False
3770,1382,-1,49,28.0,0,False
3771,1661,-1,1,28.0,0,False
3772,3618,-1,4,162.0,1,False
3773,913,-1,2,362.0,1,False
3774,2533,-1,4,125.0,0,False
3779,2794,-1,49,122.0,0,False
3795,3916,-1,20,208.0,1,False
3799,17,-1,32,282.0,1,False
3800,1254,-1,49,139.0,1,False
3801,1464,-1,14,46.0,0,False
3802,1909,-1,16,332.0,1,False
3803,2701,-1,49,360.0,1,False
3804,2561,-1,3,48.0,0,False
3805,337,-1,8,201.0,1,False
3806,2725,-1,4,32.0,0,False
3812,1060,-1,26,215.0,1,False
3813,1769,-1,49,87.0,0,False
3819,1200,-1,23,481.0,1,False
3822,52,-1,49,120.0,0,False
3854,187,-1,49,26.0,0,False
3855,803,-1,23,15.0,0,False
3856,2064,-1,49,243.0,1,False
3857,1389,-1,49,64.0,0,False
3858,3537,-1,28,10.0,0,False
3859,2455,-1,1,334.0,1,False
3860,2968,-1,35,284.0,1,False
3915,1213,-1,41,525.0,1,False
3975,2396,10,49,830.0,1,True
3976,1161,-1,49,26.0,0,False
3977,3925,-1,5,52.0,0,False
3978,1220,-1,36,387.0,1,False
3979,1275,-1,1,194.0,1,False
3984,2987,-1,31,658.0,1,False
3985,3755,-1,28,403.0,1,False
3986,673,-1,49,196.0,1,False
3987,1252,-1,49,361.0,1,False
3988,707,-1,36,70.0,0,False
3990,1237,-1,49,88.0,0,False
3991,2701,-1,18,360.0,1,False
3992,3751,-1,1,533.0,1,False
3993,2398,-1,35,118.0,0,False
3994,3176,-1,3,535.0,1,False
3995,3507,-1,4,109.0,0,False
3996,2824,-1,2,4.0,0,False
3997,3364,-1,1,36.0,0,False
3998,3900,-1,2,12.0,0,False
3999,3897,-1,1,403.0,1,False
4000,1251,-1,11,71.0,0,False
4001,3742,-1,11,79.0,0,False
4002,272,-1,3,105.0,0,False
4003,3910,-1,1,74.0,0,False
4004,1244,-1,22,242.0,1,False
4005,3888,-1,7,,0,False
4006,2081,-1,4,333.0,1,False
4007,3552,-1,34,265.0,1,False
4008,720,-1,2,130.0,0,False
4009,3096,-1,1,31.0,0,False
4010,3456,-1,1,33.0,0,False
4011,2819,-1,1,95.0,0,False
4012,2550,-1,6,50.0,0,False
4013,1859,-1,35,10.0,0,False
4014,755,-1,3,3.0,0,False
4015,3532,-1,3,10.0,0,False
4016,2905,-1,3,22.0,0,False
4017,670,-1,2,20.0,0,False
4020,318,-1,36,708.0,1,False
4021,1834,-1,49,132.0,0,False
4022,2193,-1,7,230.0,1,False
4041,3927,-1,49,109.0,0,False
4042,2023,-1,49,241.0,1,False
4043,2022,-1,49,80.0,0,False
4044,1231,-1,49,225.0,1,False
4045,1984,-1,49,36.0,0,False
4046,2047,-1,49,7.0,0,False
4047,1924,-1,30,77.0,0,False
4048,2644,-1,49,68.0,0,False
4049,3300,-1,2,209.0,1,False
4050,1619,-1,1,122.0,0,False
4051,2408,-1,2,84.0,0,False
4052,1996,-1,2,34.0,0,False
4053,3181,-1,1,47.0,0,False
4054,3192,-1,1,8.0,0,False
4146,1240,-1,20,621.0,1,False
4190,3753,-1,49,527.0,1,False
4191,3952,-1,2,153.0,1,False
4192,497,-1,36,176.0,1,False
4215,1748,-1,49,259.0,1,False
4216,2369,-1,49,295.0,1,False
4288,1080,-1,49,313.0,1,False
4301,1088,-1,19,256.0,1,False
4302,3510,-1,4,358.0,1,False
4303,1947,-1,25,274.0,1,False
4308,1996,-1,49,34.0,0,False
4310,3565,-1,49,110.0,0,False
4311,3175,-1,20,608.0,1,False
4312,1721,-1,49,529.0,1,False
4349,2355,-1,31,583.0,1,False
4360,427,-1,49,55.0,0,False
4361,1964,-1,24,92.0,0,False
4362,1307,-1,44,520.0,1,False
4363,3040,-1,49,89.0,0,False
4364,104,-1,49,201.0,1,False
4365,1412,-1,49,2.0,0,False
4366,1498,-1,15,30.0,0,False
4367,3554,-1,3,55.0,0,False
4368,3357,-1,6,42.0,0,False
4369,111,-1,1,391.0,1,False
4373,551,-1,21,325.0,1,False
4380,48,-1,49,125.0,0,False
4381,923,-1,49,362.0,1,False
4382,1445,-1,38,60.0,0,False
4383,1777,-1,39,310.0,1,False
4384,1597,-1,6,229.0,1,False
4385,3189,-1,23,134.0,0,False
4386,3545,-1,5,156.0,1,False
4387,1231,-1,14,225.0,1,False
4388,1730,-1,16,47.0,0,False
4389,913,-1,1,362.0,1,False
4390,3893,-1,4,225.0,1,False
4391,1254,-1,7,139.0,1,False
4392,1758,-1,22,26.0,0,False
4412,3781,-1,49,11.0,0,False
4447,1206,-1,49,407.0,1,False
4448,551,-1,48,325.0,1,False
4460,1225,-1,49,415.0,1,False
4479,1205,-1,49,72.0,0,False
4480,2028,-1,40,796.0,1,False
4481,3948,-1,3,336.0,1,False
4482,3186,-1,49,155.0,1,False
4483,1015,-1,13,74.0,0,False
4484,1879,-1,5,5.0,0,False
4485,3902,-1,2,9.0,0,False
4486,1527,-1,1,409.0,1,False
4487,2018,-1,3,219.0,1,False
4490,3755,-1,28,403.0,1,False
4491,1717,-1,49,156.0,1,False
4492,2764,-1,49,78.0,0,False
4493,3534,-1,49,212.0,1,False
4535,3510,-1,49,358.0,1,False
4603,2456,-1,49,84.0,0,False
4605,1214,-1,49,592.0,1,False
4606,551,-1,20,325.0,1,False
4609,260,3,49,927.0,1,True
4610,2799,-1,49,42.0,0,False
4611,2634,-1,13,27.0,0,False
4614,3448,-1,49,326.0,1,False
4615,1704,-1,39,478.0,1,False
4616,969,-1,2,328.0,1,False
4618,541,-1,29,529.0,1,False
4619,1544,-1,49,453.0,1,False
4620,3354,-1,1,314.0,1,False
4622,709,-1,49,39.0,0,False
4627,350,-1,4,175.0,1,False
4628,2153,-1,49,89.0,0,False
4629,2820,-1,8,16.0,0,False
4630,3513,-1,1,180.0,1,False
4631,1022,-1,27,196.0,1,False
4632,2381,-1,30,68.0,0,False
4633,1363,-1,12,42.0,0,False
4634,1396,-1,8,313.0,1,False
4635,1367,-1,3,130.0,0,False
4636,663,-1,3,68.0,0,False
4637,1077,-1,2,211.0,1,False
4638,2761,-1,10,228.0,1,False
4639,168,-1,9,100.0,0,False
4640,1979,-1,10,43.0,0,False
4641,2995,-1,8,126.0,0,False
4642,3317,-1,10,213.0,1,False
4643,3176,-1,21,535.0,1,False
4644,1393,-1,6,427.0,1,False
4645,2391,-1,2,241.0,1,False
4646,1255,-1,1,16.0,0,False
4647,3114,-1,10,570.0,1,False
4648,427,-1,1,55.0,0,False
4649,2116,-1,1,130.0,0,False
4727,3893,-1,19,225.0,1,False
4728,2761,-1,27,228.0,1,False
4748,405,-1,49,62.0,0,False
4749,1928,-1,49,8.0,0,False
4750,2735,-1,49,138.0,1,False
4751,288,-1,7,208.0,1,False
4752,1302,-1,2,253.0,1,False
4753,2861,-1,1,117.0,0,False
4754,3916,-1,4,208.0,1,False
4755,2676,-1,34,100.0,0,False
4756,3793,-1,32,562.0,1,False
4769,3747,-1,43,57.0,0,False
4770,1028,-1,49,339.0,1,False
4787,3751,-1,49,533.0,1,False
4788,435,-1,32,187.0,1,False
4789,1090,-1,29,415.0,1,False
4790,3671,-1,13,364.0,1,False
4791,2965,-1,49,27.0,0,False
4817,3624,-1,11,305.0,1,False
4818,2701,-1,49,360.0,1,False
4819,455,-1,49,110.0,0,False
4820,2291,-1,49,467.0,1,False
4876,930,-1,49,144.0,1,False
4912,1968,-1,49,457.0,1,False
4913,1377,-1,29,291.0,1,False
4926,3565,-1,13,110.0,0,False
4927,2686,-1,49,224.0,1,False
4938,1961,-1,4,422.0,1,False
4939,3301,-1,25,241.0,1,False
4940,2000,-1,36,446.0,1,False
4941,2946,-1,47,85.0,0,False
4947,2701,-1,49,360.0,1,False
5001,543,-1,42,179.0,1,False
5003,778,-1,49,225.0,1,False
5056,15,-1,49,44.0,0,False
5061,2028,-1,49,796.0,1,False
5063,1734,-1,49,66.0,0,False
5067,3578,-1,49,750.0,1,False
5108,2171,-1,40,65.0,0,False
5110,3920,-1,49,32.0,0,False
5176,546,-1,49,108.0,0,False
5193,3481,-1,49,527.0,1,False
5228,515,-1,49,138.0,1,False
5229,2600,-1,49,144.0,1,False
5268,1136,-1,49,523.0,1,False
5269,2694,-1,49,286.0,1,False
5270,380,-1,49,411.0,1,False
5278,3452,-1,21,123.0,0,False
5280,1207,-1,7,304.0,1,False
5281,2046,-1,49,141.0,1,False
5288,2759,-1,40,146.0,1,False
5289,541,-1,3,529.0,1,False
5293,3863,-1,49,263.0,1,False
5294,1653,-1,17,337.0,1,False
5295,3160,-1,14,428.0,1,False
5296,63,-1,49,40.0,0,False
5297,2716,-1,49,735.0,1,False
5319,2986,-1,49,151.0,1,False
5339,2028,-1,4,796.0,1,False
5340,2965,-1,49,27.0,0,False
5343,21,-1,43,352.0,1,False
5344,2421,-1,21,155.0,1,False
5345,3706,-1,14,135.0,0,False
5346,2726,-1,49,32.0,0,False
5348,3287,-1,16,56.0,0,False
5349,3511,-1,49,31.0,0,False
5350,648,-1,49,527.0,1,False
5351,3463,-1,49,3.0,0,False
5352,2359,-1,49,218.0,1,False
5353,2383,-1,7,50.0,0,False
5354,3827,-1,8,192.0,1,False
5355,1219,-1,11,418.0,1,False
5356,2299,-1,9,1.0,0,False
5357,3877,-1,11,63.0,0,False
5358,1391,-1,49,311.0,1,False
5379,920,-1,49,372.0,1,False
5387,2976,-1,21,207.0,1,False
5388,3948,-1,2,336.0,1,False
5389,2303,-1,46,92.0,0,False
5402,1176,-1,49,33.0,0,False
5406,515,-1,36,138.0,1,False
5445,2712,-1,49,349.0,1,False
5465,2020,-1,49,243.0,1,False
5466,3438,-1,49,155.0,1,False
5468,804,-1,6,83.0,0,False
5469,3506,-1,49,47.0,0,False
5483,3623,-1,44,515.0,1,False
5521,1735,-1,49,80.0,0,False
5522,2701,-1,33,360.0,1,False
5523,3067,-1,2,112.0,0,False
5524,3785,-1,1,264.0,1,False
5525,2908,-1,2,294.0,1,False
5526,2496,-1,2,106.0,0,False
5527,3916,-1,1,208.0,1,False
5528,858,-1,49,686.0,1,False
5529,3556,-1,2,151.0,1,False
5530,3552,-1,41,265.0,1,False
5531,527,-1,2,738.0,1,False
5532,3704,-1,3,211.0,1,False
5533,1212,-1,27,164.0,1,False
5534,3386,-1,33,238.0,1,False
5535,3509,-1,1,42.0,0,False
5536,2504,-1,49,68.0,0,False
5537,1340,-1,5,70.0,0,False
5538,2827,-1,1,123.0,0,False
5539,851,-1,1,36.0,0,False
5540,2594,-1,9,27.0,0,False
5541,1732,-1,31,364.0,1,False
5542,1093,-1,25,234.0,1,False
5543,1073,-1,45,445.0,1,False
5556,2716,-1,43,735.0,1,False
5557,1201,-1,2,234.0,1,False
5558,3914,-1,14,26.0,0,False
5559,3325,-1,42,59.0,0,False
5561,1183,-1,49,335.0,1,False
5723,553,-1,49,194.0,1,False
5724,2985,-1,49,359.0,1,False
5731,1090,-1,49,415.0,1,False
5732,1275,-1,49,194.0,1,False
5733,3357,-1,5,42.0,0,False
5814,2028,-1,49,796.0,1,False
5828,2580,-1,38,249.0,1,False
5831,3068,-1,49,104.0,0,False
5832,3879,-1,1,49.0,0,False
5833,1921,-1,36,207.0,1,False
5834,2019,-1,1,159.0,1,False
5835,3593,-1,3,137.0,0,False
5854,2600,-1,30,144.0,1,False
5855,1544,-1,41,453.0,1,False
5856,904,-1,3,392.0,1,False
5857,3098,-1,37,170.0,1,False
5865,2571,-1,22,788.0,1,False
5866,2735,-1,49,138.0,1,False
5912,2021,-1,49,241.0,1,False
5915,2908,-1,49,294.0,1,False
5978,3192,-1,19,8.0,0,False
5984,1327,-1,21,117.0,0,False
5987,3596,-1,49,23.0,0,False
5988,1089,-1,38,436.0,1,False
5989,564,-1,14,13.0,0,False
5990,1373,-1,49,195.0,1,False
5991,546,-1,49,108.0,0,False
5992,3484,-1,18,131.0,0,False
5993,528,-1,17,24.0,0,False
5994,3593,-1,21,137.0,0,False
5995,2706,-1,6,514.0,1,False
5996,93,-1,4,33.0,0,False
5997,3510,-1,12,358.0,1,False
5998,3101,-1,1,279.0,1,False
5999,3646,-1,15,80.0,0,False
6000,810,-1,10,41.0,0,False
6001,1212,-1,2,164.0,1,False
6005,2987,-1,49,658.0,1,False
6006,1214,-1,49,592.0,1,False
6007,608,9,13,835.0,1,True
6008,1591,-1,49,147.0,1,False
6015,1101,-1,24,319.0,1,False
6016,852,-1,49,197.0,1,False
6017,1225,-1,49,415.0,1,False
6018,692,-1,49,32.0,0,False
6107,1029,-1,49,198.0,1,False
6111,1136,-1,49,523.0,1,False
6112,1456,-1,49,20.0,0,False
6113,3181,-1,49,47.0,0,False
6114,2336,-1,49,320.0,1,False
6115,2355,-1,41,583.0,1,False
6116,368,-1,49,220.0,1,False
6117,2616,-1,10,194.0,1,False
6118,3173,-1,1,217.0,1,False
6119,161,-1,2,247.0,1,False
6120,3753,-1,49,527.0,1,False
6124,1090,-1,49,415.0,1,False
6127,3570,-1,24,,0,False
6128,2943,-1,49,61.0,0,False
6129,144,-1,49,149.0,1,False
6130,3124,-1,11,18.0,0,False
6131,3915,-1,1,53.0,0,False
6132,3319,-1,9,11.0,0,False
6133,1056,-1,49,13.0,0,False
6134,1238,-1,48,99.0,0,False
6135,2746,-1,49,270.0,1,False
6136,1035,-1,49,336.0,1,False
6137,2054,-1,13,351.0,1,False
6138,3536,-1,28,184.0,1,False
6149,2701,-1,39,360.0,1,False
6249,2981,-1,37,2.0,0,False
6251,2028,-1,25,796.0,1,False
6252,1219,-1,49,418.0,1,False
6253,3725,-1,17,36.0,0,False
6255,1992,-1,49,44.0,0,False
6261,3184,-1,49,3.0,0,False
6290,2193,-1,49,230.0,1,False
6295,1646,-1,4,35.0,0,False
6296,3540,-1,49,10.0,0,False
6312,2951,-1,49,144.0,1,False
6361,2022,-1,5,80.0,0,False
6362,3578,-1,19,750.0,1,False
6363,3067,-1,6,112.0,0,False
6364,1221,-1,5,508.0,1,False
6365,1095,-1,2,168.0,1,False
6366,112,-1,27,143.0,1,False
6367,1220,-1,1,387.0,1,False
6368,2160,-1,49,246.0,1,False
6369,1835,-1,9,127.0,0,False
6379,164,-1,9,119.0,0,False
6380,3108,-1,43,243.0,1,False
6381,3911,-1,9,270.0,1,False
6382,3923,-1,25,35.0,0,False
6383,3793,-1,3,562.0,1,False
6384,2028,-1,49,796.0,1,False
6385,3501,-1,49,74.0,0,False
6386,3684,-1,8,117.0,0,False
6387,1997,-1,5,321.0,1,False
6388,3821,-1,4,98.0,0,False
6389,3912,-1,1,19.0,0,False
6390,3865,-1,1,68.0,0,False
6392,555,-1,49,173.0,1,False
6393,1956,-1,10,141.0,1,False
6394,1235,-1,16,224.0,1,False
6395,1278,-1,3,371.0,1,False
6396,2617,-1,1,308.0,1,False
6397,3114,-1,1,570.0,1,False
6398,3160,-1,1,428.0,1,False
6399,3317,-1,1,213.0,1,False
6400,3863,-1,1,263.0,1,False
6401,3408,-1,2,565.0,1,False
6402,3186,-1,1,155.0,1,False
6403,2721,-1,2,32.0,0,False
6404,3865,-1,1,68.0,0,False
6405,3624,-1,1,305.0,1,False
6406,3851,-1,4,17.0,0,False
6443,524,-1,20,172.0,1,False
6444,1296,-1,34,195.0,1,False
6445,3241,-1,4,24.0,0,False
6450,2333,-1,26,188.0,1,False
6451,1580,8,49,835.0,1,True
6452,176,-1,49,50.0,0,False
6453,3686,-1,49,138.0,1,False
6454,2799,-1,49,42.0,0,False
6455,3566,-1,49,119.0,0,False
6456,3894,-1,1,8.0,0,False
6457,3745,-1,4,218.0,1,False
6458,3785,-1,2,264.0,1,False
6459,3897,-1,4,403.0,1,False
6462,3555,-1,21,370.0,1,False
6464,1997,-1,43,321.0,1,False
6488,3241,-1,49,24.0,0,False
6489,529,-1,49,206.0,1,False
6490,784,-1,49,131.0,0,False
6491,2275,-1,1,21.0,0,False
6493,1027,-1,49,128.0,0,False
6556,1438,-1,49,93.0,0,False
6598,3147,-1,49,452.0,1,False
6599,3916,-1,1,208.0,1,False
6600,2391,-1,18,241.0,1,False
6601,3717,-1,1,240.0,1,False
6602,2496,-1,13,106.0,0,False
6603,3174,-1,30,308.0,1,False
6604,2600,-1,17,144.0,1,False
6613,3298,-1,49,258.0,1,False
6640,3751,-1,49,533.0,1,False
6641,2723,-1,49,281.0,1,False
6703,3536,-1,49,184.0,1,False
6714,708,-1,49,209.0,1,False
6715,1269,-1,20,214.0,1,False
6716,237,-1,49,94.0,0,False
6717,1396,-1,49,313.0,1,False
6718,2739,-1,49,139.0,1,False
6719,2968,-1,1,284.0,1,False
6720,1676,-1,9,352.0,1,False
6721,1957,-1,6,183.0,1,False
6722,3546,-1,9,67.0,0,False
6723,1983,-1,11,64.0,0,False
6724,2236,-1,33,79.0,0,False
6725,3101,-1,15,279.0,1,False
6726,223,-1,10,457.0,1,False
6727,2011,-1,19,355.0,1,False
6728,468,-1,9,108.0,0,False
6729,2550,-1,49,50.0,0,False
6730,553,-1,5,194.0,1,False
6733,61,-1,24,28.0,0,False
6749,541,-1,34,529.0,1,False
6751,2770,-1,25,325.0,1,False
6752,266,-1,49,264.0,1,False
6753,1230,-1,5,430.0,1,False
6754,17,-1,7,282.0,1,False
6755,2421,-1,23,155.0,1,False
6756,3535,-1,8,273.0,1,False
6757,2146,-1,4,126.0,0,False
6760,858,-1,24,686.0,1,False
6761,785,-1,49,268.0,1,False
6762,674,-1,21,114.0,0,False
6773,2795,-1,49,151.0,1,False
6774,2568,-1,49,67.0,0,False
6775,3793,-1,2,562.0,1,False
6776,2012,-1,5,387.0,1,False
6777,3785,-1,1,264.0,1,False
6778,3826,-1,1,158.0,1,False
6779,3882,-1,1,91.0,0,False
6780,3897,-1,1,403.0,1,False
6781,3827,-1,1,192.0,1,False
6782,2858,1,1,1217.0,1,True
6783,562,-1,1,128.0,0,False
6823,316,-1,28,335.0,1,False
6826,2105,-1,49,286.0,1,False
6851,2266,-1,49,66.0,0,False
6861,1977,-1,49,61.0,0,False
6862,882,-1,49,17.0,0,False
6863,434,-1,19,216.0,1,False
6864,160,-1,49,191.0,1,False
6865,858,-1,4,686.0,1,False
6866,924,-1,15,559.0,1,False
6867,3398,-1,1,104.0,0,False
6868,1221,-1,31,508.0,1,False
6876,1213,-1,31,525.0,1,False
6881,1945,-1,49,163.0,1,False
6882,52,-1,49,120.0,0,False
6883,2390,-1,38,102.0,0,False
6915,1387,-1,49,545.0,1,False
6925,3510,-1,49,358.0,1,False
6926,3300,-1,35,209.0,1,False
6949,2959,-1,13,539.0,1,False
6950,2908,-1,5,294.0,1,False
6951,2599,-1,49,499.0,1,False
6952,2145,-1,49,210.0,1,False
6953,2890,-1,49,308.0,1,False
6954,2485,-1,5,155.0,1,False
6955,2736,-1,10,65.0,0,False
6956,1542,-1,49,69.0,0,False
6957,1902,-1,49,10.0,0,False
6958,2498,-1,1,44.0,0,False
6959,491,-1,1,59.0,0,False
6960,2500,-1,30,36.0,0,False
6961,2762,2,7,976.0,1,True
6962,3185,-1,31,185.0,1,False
6963,2622,-1,6,155.0,1,False
6964,1888,-1,7,134.0,0,False
6965,525,-1,13,3.0,0,False
6966,485,-1,1,141.0,1,False
6967,3668,-1,4,108.0,0,False
6968,835,-1,1,29.0,0,False
6969,536,-1,3,22.0,0,False
6970,2558,-1,7,70.0,0,False
6971,1091,-1,1,138.0,1,False
6972,3408,-1,1,565.0,1,False
6973,1457,-1,12,89.0,0,False
6974,2613,-1,1,66.0,0,False
6975,219,-1,2,7.0,0,False
6976,3052,-1,1,351.0,1,False
6977,1339,-1,1,213.0,1,False
6978,3708,-1,6,94.0,0,False
6979,3270,-1,1,75.0,0,False
6980,1193,-1,1,579.0,1,False
6981,2844,-1,1,25.0,0,False
6982,2311,-1,2,142.0,1,False
6983,2280,-1,1,40.0,0,False
6984,2188,-1,1,94.0,0,False
